alpha,beta,coherence,topics,perplexity
symmetric,0.31,0.5100862235743872,8,-6.5354499265054695
symmetric,0.61,0.4564239364237688,8,-6.669144688986581
symmetric,0.9099999999999999,0.5131626214064215,8,-6.811962956720802
symmetric,symmetric,0.4686609292247652,8,-6.559308674238266
asymmetric,0.01,0.5434590678027956,8,-15.673467245324504
asymmetric,0.31,0.49112886278361095,8,-6.547064919230168
asymmetric,0.61,0.4909654728828483,8,-6.718687023686549
asymmetric,0.9099999999999999,0.44939255253678756,8,-6.824443725101155
asymmetric,symmetric,0.4737005152414038,8,-6.619751787650862
0.01,0.01,0.4796751392916571,9,-15.573078364749408
0.01,0.31,0.48835363325800674,9,-6.543743275865303
0.01,0.61,0.49747817371467423,9,-6.688395120272371
0.01,0.9099999999999999,0.48872113899422537,9,-6.771583236716059
0.01,symmetric,0.47109310329854165,9,-6.617339127763558
0.31,0.01,0.45565122222073995,9,-15.407686820358334
0.31,0.31,0.4464837047056592,9,-6.625910365866656
0.31,0.61,0.4104738178506858,9,-6.8357665978280835
0.31,0.9099999999999999,0.47224856864541054,9,-6.890458560978978
0.31,symmetric,0.4736849134033379,9,-6.4656260487786446
0.61,0.01,0.5325855724459934,9,-15.46303894142645
0.61,0.31,0.4946644192130722,9,-6.590743323374364
0.61,0.61,0.4596379018079241,9,-6.698975375469284
0.61,0.9099999999999999,0.5490274293479632,9,-6.875582347127026
0.61,symmetric,0.5251445757364902,9,-6.503757867107208
0.9099999999999999,0.01,0.5848195665113464,9,-15.535216144662973
0.9099999999999999,0.31,0.46328780807226777,9,-6.592691733535643
0.9099999999999999,0.61,0.4801763706401672,9,-6.823758446124818
0.9099999999999999,0.9099999999999999,0.4338134686050988,9,-6.930570202452365
0.9099999999999999,symmetric,0.5603320348241758,9,-6.589101468021128
symmetric,0.01,0.48115634225502213,9,-15.495355301644237
symmetric,0.31,0.49040144323963086,9,-6.554339506586745
symmetric,0.61,0.4658977297715914,9,-6.658096115743067
symmetric,0.9099999999999999,0.43239812049855647,9,-6.735852032599752
symmetric,symmetric,0.4545801599331749,9,-6.417408916997525
asymmetric,0.01,0.481576056462894,9,-15.576118347497568
asymmetric,0.31,0.5468226870359935,9,-6.445248848361105
asymmetric,0.61,0.44477182780081775,9,-6.677455295809662
asymmetric,0.9099999999999999,0.4402479978893541,9,-6.765974520047602
asymmetric,symmetric,0.4650171531466675,9,-6.560571372642055
0.01,0.01,0.4366231589481859,10,-15.569332249354126
0.01,0.31,0.43987715506510733,10,-6.666857089831829
0.01,0.61,0.49371616172900695,10,-6.897418410720673
0.01,0.9099999999999999,0.4641697637350111,10,-6.934109476736099
0.01,symmetric,0.4347300150247694,10,-6.638002634539198
0.31,0.01,0.4785006544521505,10,-15.38942110047402
0.31,0.31,0.5597544799752256,10,-6.4758214521813064
0.31,0.61,0.46084540305402805,10,-6.656868648392679
0.31,0.9099999999999999,0.4754870348953301,10,-6.970756976687663
0.31,symmetric,0.4580295968892806,10,-6.4153046826719
0.61,0.01,0.5804886711624045,10,-15.48590090375472
0.61,0.31,0.4232808748475234,10,-6.614075510199362
0.61,0.61,0.48944262787041304,10,-6.731184486310945
0.61,0.9099999999999999,0.4733885249661708,10,-6.94083982621009
0.61,symmetric,0.592060585617409,10,-6.521316808022719
0.9099999999999999,0.01,0.5337736618832297,10,-15.495219387610812
0.9099999999999999,0.31,0.4440134577078559,10,-6.702088257009889
0.9099999999999999,0.61,0.4661304643602834,10,-6.899529102750627
0.9099999999999999,0.9099999999999999,0.4562849942878013,10,-6.990130999025025
0.9099999999999999,symmetric,0.4962924184670131,10,-6.543437715691691
symmetric,0.01,0.4475625501575163,10,-15.474475888499533
symmetric,0.31,0.4891876277827005,10,-6.447137002359677
symmetric,0.61,0.5289633879286504,10,-6.638650084178499
symmetric,0.9099999999999999,0.5036815303939788,10,-6.7687037027989305
symmetric,symmetric,0.4528875811335381,10,-6.475316255680986
asymmetric,0.01,0.4837190295485603,10,-15.420981601644698
asymmetric,0.31,0.5347594289467217,10,-6.406626216733997
asymmetric,0.61,0.5233951617900446,10,-6.55706388865759
asymmetric,0.9099999999999999,0.5417787510956684,10,-6.702710378339987
asymmetric,symmetric,0.4733383948226687,10,-6.32378237357862
0.01,0.01,0.4529734505563033,11,-15.651987079539564
0.01,0.31,0.4602206038430809,11,-6.713646706297859
0.01,0.61,0.4715372934202895,11,-6.869300429328935
0.01,0.9099999999999999,0.43974379642388006,11,-6.905564964473633
0.01,symmetric,0.4393793480223182,11,-6.699456537615482
0.31,0.01,0.5110653221037718,11,-15.411227718722278
0.31,0.31,0.44278026703024354,11,-6.706980941957928
0.31,0.61,0.46279057873865354,11,-6.8162636775631045
0.31,0.9099999999999999,0.4507969789601946,11,-6.981956496101233
0.31,symmetric,0.47134779598290283,11,-6.55114081570836
0.61,0.01,0.5344837699992505,11,-15.453952299489941
0.61,0.31,0.4083569081264432,11,-6.72448183839436
0.61,0.61,0.44789396859132613,11,-6.837955750960634
0.61,0.9099999999999999,0.48160424840518234,11,-6.930369506836943
0.61,symmetric,0.4696033521405651,11,-6.514453683445381
0.9099999999999999,0.01,0.5362638380785469,11,-15.517731461323573
0.9099999999999999,0.31,0.4293116302132995,11,-6.716284073108382
0.9099999999999999,0.61,0.49221768319316356,11,-6.892022863819916
0.9099999999999999,0.9099999999999999,0.45099550024578716,11,-7.0705258249306695
0.9099999999999999,symmetric,0.5467148748355075,11,-6.594772029362889
symmetric,0.01,0.4736031152347383,11,-15.481451695591625
symmetric,0.31,0.45924825346453296,11,-6.690176376467447
symmetric,0.61,0.4653914044004873,11,-6.651273212760479
symmetric,0.9099999999999999,0.43347083151693594,11,-6.919049874502563
symmetric,symmetric,0.44301864284731446,11,-6.577313348819778
asymmetric,0.01,0.4539059034256816,11,-15.452137792758837
asymmetric,0.31,0.42470317515890793,11,-6.658596551227716
asymmetric,0.61,0.4460309739183402,11,-6.845390600973403
asymmetric,0.9099999999999999,0.43333719392410774,11,-6.946405267244445
asymmetric,symmetric,0.44331620057165944,11,-6.526124291514105
0.01,0.01,0.4927477748850772,12,-15.695781632650041
0.01,0.31,0.5468852269920484,12,-6.549976323646225
0.01,0.61,0.5212124681385945,12,-6.651066938844349
0.01,0.9099999999999999,0.4430627952623449,12,-6.895768199432818
0.01,symmetric,0.4828084696397668,12,-6.71561807366822
0.31,0.01,0.48685025625232803,12,-15.383699223574794
0.31,0.31,0.4942004481071535,12,-6.539266655599104
0.31,0.61,0.5139855588108961,12,-6.7278589809742595
0.31,0.9099999999999999,0.5011643191224475,12,-6.929440483784934
0.31,symmetric,0.45654164559386995,12,-6.431069928172116
0.61,0.01,0.5036787453482668,12,-15.409420927039038
0.61,0.31,0.49666345818674623,12,-6.724071505357907
0.61,0.61,0.49881966801631417,12,-6.965052988294961
0.61,0.9099999999999999,0.4387297704275885,12,-6.9632768533729585
0.61,symmetric,0.5027232143479526,12,-6.494117344069045
0.9099999999999999,0.01,0.5305798169537691,12,-15.43513998934736
0.9099999999999999,0.31,0.4400093875032436,12,-6.807552509060634
0.9099999999999999,0.61,0.46303081182185335,12,-6.976697574611318
0.9099999999999999,0.9099999999999999,0.4426500267874633,12,-7.138163314068568
0.9099999999999999,symmetric,0.4940333748086248,12,-6.56195947348164
symmetric,0.01,0.47915356208563703,12,-15.513357652656625
symmetric,0.31,0.4379999728726771,12,-6.678151907226759
symmetric,0.61,0.4962291100312078,12,-6.809512044369439
symmetric,0.9099999999999999,0.49053717506981437,12,-6.911151925117652
symmetric,symmetric,0.5002476820166039,12,-6.514873532666649
asymmetric,0.01,0.4742006804013794,12,-15.476003621152932
asymmetric,0.31,0.48711910347367876,12,-6.606202673195028
asymmetric,0.61,0.4906331078973583,12,-6.688608872253741
asymmetric,0.9099999999999999,0.5193873751504283,12,-6.915629602618233
asymmetric,symmetric,0.45086414151919635,12,-6.444496899956729
0.01,0.01,0.43610851475736256,13,-15.641723005675763
0.01,0.31,0.5565662865252251,13,-6.6406444163998595
0.01,0.61,0.43411331595351377,13,-6.8086476763983725
0.01,0.9099999999999999,0.4406315259618304,13,-6.901733854433867
0.01,symmetric,0.4172284776592215,13,-6.670228293306328
0.31,0.01,0.45298422093302876,13,-15.389992562154713
0.31,0.31,0.4134569372590637,13,-6.577427835277963
0.31,0.61,0.441620847462448,13,-6.7685583142917976
0.31,0.9099999999999999,0.4250477634445744,13,-6.926381871527823
0.31,symmetric,0.41686268500363155,13,-6.431960826069426
0.61,0.01,0.516278284118237,13,-15.439006488817599
0.61,0.31,0.49601503918079887,13,-6.835776261835498
0.61,0.61,0.47438800039954915,13,-6.895461827926364
0.61,0.9099999999999999,0.480607458380607,13,-7.080394483741131
0.61,symmetric,0.5388543231424144,13,-6.53847809253174
0.9099999999999999,0.01,0.5579744548537332,13,-15.519513315336724
0.9099999999999999,0.31,0.4220131625960603,13,-6.770166109635675
0.9099999999999999,0.61,0.4679938625548673,13,-6.994023006894977
0.9099999999999999,0.9099999999999999,0.45312215974480313,13,-7.171437508744079
0.9099999999999999,symmetric,0.4848056092674046,13,-6.572980177778813
symmetric,0.01,0.4413302117329038,13,-15.529818749456512
symmetric,0.31,0.4577809950127048,13,-6.639003144752024
symmetric,0.61,0.4434301420581535,13,-6.780848373014285
symmetric,0.9099999999999999,0.4255037091226364,13,-6.858875024398717
symmetric,symmetric,0.4193054612863867,13,-6.496037010269757
asymmetric,0.01,0.4444449854589356,13,-15.465495371796536
asymmetric,0.31,0.4314758942723392,13,-6.60650695556942
asymmetric,0.61,0.4546414436015135,13,-6.768198134248034
asymmetric,0.9099999999999999,0.4535731360566074,13,-6.881742489814386
asymmetric,symmetric,0.41958226087877015,13,-6.595179724532943
0.01,0.01,0.43969115804079895,14,-15.63268439823502
0.01,0.31,0.4676525407026574,14,-6.7337905473719575
0.01,0.61,0.4654158544001067,14,-6.847214498741607
0.01,0.9099999999999999,0.4613245321292731,14,-7.022840414846263
0.01,symmetric,0.445256338557272,14,-6.744261649741376
0.31,0.01,0.4513385307935819,14,-15.381375882851215
0.31,0.31,0.4632048799772093,14,-6.848432775365581
0.31,0.61,0.4601335644748294,14,-6.989644048304599
0.31,0.9099999999999999,0.45988776782917606,14,-7.119004325617921
0.31,symmetric,0.4452350468425251,14,-6.519645452561377
0.61,0.01,0.5385961760099206,14,-15.477859204233395
0.61,0.31,0.44037803519381086,14,-6.653427181496393
0.61,0.61,0.46563917238056296,14,-6.8308566680919744
0.61,0.9099999999999999,0.485327289081178,14,-6.976895742386972
0.61,symmetric,0.5184851207113178,14,-6.512656991341826
0.9099999999999999,0.01,0.5070840404371926,14,-15.400386562692752
0.9099999999999999,0.31,0.4076326053194564,14,-6.814791634599634
0.9099999999999999,0.61,0.41498847627866425,14,-7.005678609831451
0.9099999999999999,0.9099999999999999,0.4941422541456238,14,-7.153086155637503
0.9099999999999999,symmetric,0.4605553126555101,14,-6.527854048647417
symmetric,0.01,0.4768443820152517,14,-15.411514397893162
symmetric,0.31,0.4422984559548491,14,-6.685022044229802
symmetric,0.61,0.4130495902805533,14,-6.839794722703627
symmetric,0.9099999999999999,0.4671727057825426,14,-7.044369253996136
symmetric,symmetric,0.4348338560684285,14,-6.5626670244646865
asymmetric,0.01,0.5126332369627086,14,-15.473087104434512
asymmetric,0.31,0.48714878616386226,14,-6.739394329056163
asymmetric,0.61,0.5030721130665318,14,-6.88065126614025
asymmetric,0.9099999999999999,0.4826740659243394,14,-7.014120075485765
asymmetric,symmetric,0.46630514176806814,14,-6.585472804298459
0.01,0.01,0.45275786215907526,15,-15.57562523864869
0.01,0.31,0.46571435247697235,15,-6.891036780484353
0.01,0.61,0.4573799863258421,15,-6.882702839212341
0.01,0.9099999999999999,0.4849324372035191,15,-7.029385281257936
0.01,symmetric,0.4410414273969182,15,-6.885389235971815
0.31,0.01,0.47293308932700345,15,-15.398098606083336
0.31,0.31,0.48062950727132775,15,-6.801146176524214
0.31,0.61,0.5007510178562683,15,-6.94250619120815
0.31,0.9099999999999999,0.41953444957322295,15,-7.1627624218365264
0.31,symmetric,0.4627137045717417,15,-6.535204049575754
0.61,0.01,0.5512455034974397,15,-15.444949780087397
0.61,0.31,0.45446673730788734,15,-6.718845010227355
0.61,0.61,0.4605378664487019,15,-7.0614411817591956
0.61,0.9099999999999999,0.4731520309135707,15,-7.037098299170411
0.61,symmetric,0.494040152879107,15,-6.630482456372058
0.9099999999999999,0.01,0.5035988740167613,15,-15.416166334826888
0.9099999999999999,0.31,0.4358295069288362,15,-6.827492023238997
0.9099999999999999,0.61,0.5563072740661432,15,-7.0206375180433485
0.9099999999999999,0.9099999999999999,0.5068545120502914,15,-7.127304757437931
0.9099999999999999,symmetric,0.5124400242334343,15,-6.87804836722548
symmetric,0.01,0.4557153772263043,15,-15.388810645142968
symmetric,0.31,0.5095851471408988,15,-6.6484044987319
symmetric,0.61,0.431478395202911,15,-6.857868115368441
symmetric,0.9099999999999999,0.47170923315203084,15,-6.944940258666845
symmetric,symmetric,0.44344903044716627,15,-6.73006617019079
asymmetric,0.01,0.4696620567855657,15,-15.38133306600601
asymmetric,0.31,0.5394751218976798,15,-6.641975285874848
asymmetric,0.61,0.4334392066709011,15,-6.917558968815364
asymmetric,0.9099999999999999,0.4935995048483893,15,-6.974598173645028
asymmetric,symmetric,0.4534182118959394,15,-6.549554087428817
0.01,0.01,0.4583174051377653,16,-15.610981924162743
0.01,0.31,0.4515169492318499,16,-6.829305795852378
0.01,0.61,0.45443531716741625,16,-6.9528303765223685
0.01,0.9099999999999999,0.4373608716052684,16,-6.981774350558951
0.01,symmetric,0.4370842496185299,16,-7.186697302917795
0.31,0.01,0.500738407264806,16,-15.36540966792803
0.31,0.31,0.43307388359399596,16,-6.760784122281023
0.31,0.61,0.47399113203965565,16,-6.956422978594145
0.31,0.9099999999999999,0.4502185426875064,16,-7.115416882982809
0.31,symmetric,0.439817232691615,16,-7.243870450696278
0.61,0.01,0.5091311316011256,16,-15.423864709368775
0.61,0.31,0.5122071141320033,16,-6.867505044674857
0.61,0.61,0.45687036832859446,16,-7.004426456200958
0.61,0.9099999999999999,0.5044642106839643,16,-7.1131917755695255
0.61,symmetric,0.4387491853859762,16,-7.30298612301491
0.9099999999999999,0.01,0.5490529533247364,16,-15.429001442108305
0.9099999999999999,0.31,0.4726847615937082,16,-6.913754782949168
0.9099999999999999,0.61,0.4360015155434047,16,-7.181849072445188
0.9099999999999999,0.9099999999999999,0.4499518075164054,16,-7.248668317709946
0.9099999999999999,symmetric,0.48769235829794155,16,-7.487837302984883
symmetric,0.01,0.47299225601763617,16,-15.393073224845963
symmetric,0.31,0.38498962274599685,16,-6.755782585099302
symmetric,0.61,0.47525169217055946,16,-6.859917384601252
symmetric,0.9099999999999999,0.4366336219799921,16,-6.981714595860284
symmetric,symmetric,0.4308591722677043,16,-7.15870122926708
asymmetric,0.01,0.49317712942225633,16,-15.406219275686942
asymmetric,0.31,0.4770036144032288,16,-6.7260068123643
asymmetric,0.61,0.5261558381210318,16,-6.860149693214013
asymmetric,0.9099999999999999,0.5247097812227688,16,-7.046269422297357
asymmetric,symmetric,0.4823915421986912,16,-7.0015114386390325
0.01,0.01,0.45152753213539776,17,-15.554680783863786
0.01,0.31,0.4629634464151635,17,-6.768223079236972
0.01,0.61,0.5278529312551418,17,-6.836578672097039
0.01,0.9099999999999999,0.4751981206718199,17,-7.013690136987755
0.01,symmetric,0.4407350538472332,17,-7.6469297878425255
0.31,0.01,0.4474726009419831,17,-15.369469825812898
0.31,0.31,0.429179907675994,17,-6.77676902432791
0.31,0.61,0.45372163257338144,17,-7.004703871979845
0.31,0.9099999999999999,0.45966121148136824,17,-7.208588193333229
0.31,symmetric,0.42881647407123197,17,-7.567456125389705
0.61,0.01,0.5107888121240066,17,-15.345320080585394
0.61,0.31,0.4623837644461899,17,-6.883710841521507
0.61,0.61,0.5269245770105516,17,-7.084169022978275
0.61,0.9099999999999999,0.4803679661184288,17,-7.177075866546963
0.61,symmetric,0.4701396325998838,17,-7.450159752741994
0.9099999999999999,0.01,0.4850515500199539,17,-15.40723893894836
0.9099999999999999,0.31,0.4399812266735464,17,-7.014158853223177
0.9099999999999999,0.61,0.47760297763164383,17,-7.088763939805617
0.9099999999999999,0.9099999999999999,0.45583485326852247,17,-7.285904964965473
0.9099999999999999,symmetric,0.4832800269494546,17,-7.584414997416126
symmetric,0.01,0.4305161184616644,17,-15.344275618398983
symmetric,0.31,0.45117406967566004,17,-6.689365073469753
symmetric,0.61,0.42626931425673775,17,-6.829781648311989
symmetric,0.9099999999999999,0.46021897158116976,17,-6.8869166376869
symmetric,symmetric,0.47473265143919197,17,-7.551817692494848
asymmetric,0.01,0.4584539967121595,17,-15.38593135256031
asymmetric,0.31,0.5017865429866277,17,-6.6197258361246964
asymmetric,0.61,0.4711006798277687,17,-6.824602148522899
asymmetric,0.9099999999999999,0.4269012394051647,17,-6.98469763114307
asymmetric,symmetric,0.45508493088648133,17,-7.502656253365518
0.01,0.01,0.4951277068860981,18,-15.58871753521906
0.01,0.31,0.5450236755197034,18,-6.660067240389674
0.01,0.61,0.5652961300747176,18,-6.813653390016902
0.01,0.9099999999999999,0.5553392477253027,18,-6.988684507254326
0.01,symmetric,0.4630949575868549,18,-7.919589798981016
0.31,0.01,0.5123412556241881,18,-15.35299705043659
0.31,0.31,0.4885521197282766,18,-6.695447863821953
0.31,0.61,0.49263709809104206,18,-6.95665972268496
0.31,0.9099999999999999,0.4487469697721662,18,-7.235387380614357
0.31,symmetric,0.4780422948570517,18,-7.73761088382275
0.61,0.01,0.5010190652600648,18,-15.32103880300777
0.61,0.31,0.49354543473737145,18,-6.868215543716657
0.61,0.61,0.45378120743727035,18,-7.112329784826371
0.61,0.9099999999999999,0.4817603606914607,18,-7.2867661098430245
0.61,symmetric,0.46827317924295575,18,-7.872964075148812
0.9099999999999999,0.01,0.5057910566013469,18,-15.46332752865358
0.9099999999999999,0.31,0.5138437169561336,18,-6.976930284954871
0.9099999999999999,0.61,0.43609107857598306,18,-7.237480853735257
0.9099999999999999,0.9099999999999999,0.4419557382652202,18,-7.335476496801218
0.9099999999999999,symmetric,0.49596776889567895,18,-7.798014092210721
symmetric,0.01,0.49507171879372236,18,-15.395024885997039
symmetric,0.31,0.5345601211309953,18,-6.616079909189424
symmetric,0.61,0.5758600586311984,18,-6.7549728988529845
symmetric,0.9099999999999999,0.5549210478095751,18,-7.010929348257606
symmetric,symmetric,0.46920921160945384,18,-7.784644081009447
asymmetric,0.01,0.4775952799413494,18,-15.427846530482928
asymmetric,0.31,0.5677253509252148,18,-6.613943040222382
asymmetric,0.61,0.5340252769337852,18,-6.824284808390146
asymmetric,0.9099999999999999,0.5533627785591045,18,-6.957674868260564
asymmetric,symmetric,0.4750064964329067,18,-7.703587104095356
0.01,0.01,0.46506860468632555,19,-15.539984501741598
0.01,0.31,0.45775002869757675,19,-6.889562230024281
0.01,0.61,0.45986965300750443,19,-6.945491760464651
0.01,0.9099999999999999,0.49461911453927027,19,-7.0509594747426885
0.01,symmetric,0.43428894124493844,19,-8.201450015315565
0.31,0.01,0.5222321145456347,19,-15.382251388307033
0.31,0.31,0.4519416988935781,19,-6.877115301042279
0.31,0.61,0.44729435630873987,19,-7.087502338648228
0.31,0.9099999999999999,0.45376866880772687,19,-7.136781789033551
0.31,symmetric,0.4652107659882533,19,-8.013799231318828
0.61,0.01,0.507701115079219,19,-15.359627624885409
0.61,0.31,0.4750114505782764,19,-6.879240808412278
0.61,0.61,0.49538476726752434,19,-7.086655220090448
0.61,0.9099999999999999,0.48415577814794747,19,-7.279161519394864
0.61,symmetric,0.5168963190012013,19,-8.046324123927066
0.9099999999999999,0.01,0.5212434352354434,19,-15.406328119266531
0.9099999999999999,0.31,0.42437095746033543,19,-7.012100107768976
0.9099999999999999,0.61,0.5166184512236075,19,-7.157267588697613
0.9099999999999999,0.9099999999999999,0.4670640396413165,19,-7.34526559046373
0.9099999999999999,symmetric,0.4862786410594058,19,-8.239053105894152
symmetric,0.01,0.4839756678916402,19,-15.548620645190015
symmetric,0.31,0.4413771266308281,19,-6.837425712873632
symmetric,0.61,0.5055336122689844,19,-6.933887140205997
symmetric,0.9099999999999999,0.4466036981457158,19,-6.991928753914138
symmetric,symmetric,0.42477255634859756,19,-7.890643812940231
asymmetric,0.01,0.4445008447267283,19,-15.358742617116409
asymmetric,0.31,0.501567568803801,19,-6.779365375106996
asymmetric,0.61,0.5360654470388047,19,-6.851783787585993
asymmetric,0.9099999999999999,0.49979869650218933,19,-6.963433304143387
asymmetric,symmetric,0.46085135479345746,19,-8.04248975087869
